Company Name,Ticker,Market Cap (mil),Sector,Industry
"Mesa Laboratories","MLAB","526.18","Medical","Medical - Instruments"
"Mountain Lake Acquisition Corp.","MLAC","297.49","Unclassified","Unclassified"
"Mount Logan Capital Inc.","MLCI","67.77","Finance","Financial - Investment Management"
"Melco Resorts & Entertainment Limited","MLCO","2312.86","Consumer Discretionary","Gaming"
"MOOLEC SCIENCE","MLEC","11.41","Consumer Staples","Agriculture - Operations"
"Malaga Financial","MLGF","217.69","Finance","Banks - West"
"MICROALGO INC","MLGO","2.69","Business Services","Technology Services"
"Mueller Industries","MLI","13330.52","Industrial Products","Metal Products - Procurement and Fabrication"
"MillerKnoll","MLKN","1446.22","Consumer Discretionary","Furniture"
"Martin Marietta Materials","MLM","42028.45","Construction","Building Products - Concrete and Aggregates"
"Maui Land & Pineapple Company","MLP","328.3","Finance","Real Estate - Operations"
"Millennial Potash Corp.","MLPNF","230.48","Basic Materials","Mining - Miscellaneous"
"Miller Industries","MLR","487.09","Auto-Tires-Trucks","Automotive - Original Equipment"
"Milestone Scientific","MLSS","20.26","Medical","Medical - Dental Supplies"
"MOONLAKE IMMUNO","MLTX","1169","Medical","Medical - Biomedical and Genetics"
"Mineralys Therapeutics, Inc.","MLYS","2371.03","Medical","Medical - Biomedical and Genetics"
"Marcus & Millichap","MMI","1014.32","Finance","Real Estate - Development"
"Martin Midstream Partners","MMLP","112.09","Transportation","Transportation - Shipping"
"3M","MMM","87674.48","Conglomerates","Diversified Operations"
"Maximus","MMS","3996.77","Business Services","Government Services"
"Merit Medical Systems","MMSI","4887.29","Medical","Medical - Dental Supplies"
"MFS Multimarket Income Trust","MMT","257.05","Finance","Financial - Investment Funds"
"Mills Music Trust","MMTRS","6.67","Finance","Financial - Miscellaneous Services"
"Western Asset Managed Municipals Fund, Inc.","MMU","578.96","Finance","Financial - Investment Funds"
"MakeMyTrip Limited","MMYT","6266.3","Computer and Technology","Internet - Delivery Services"
"MIND C.T.I.","MNDO","24.03","Computer and Technology","Internet - Software"
"monday.com","MNDY","3825.26","Computer and Technology","Internet - Software"
"MannKind","MNKD","1701.17","Medical","Medical - Biomedical and Genetics"
"MediciNova","MNOV","66.35","Medical","Medical - Biomedical and Genetics"
"Monopar Therapeutics","MNPR","385.05","Medical","Medical - Biomedical and Genetics"
"Mach Natural Resources LP","MNR","2246.76","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Monro Muffler Brake","MNRO","675.74","Consumer Discretionary","Consumer Services - Miscellaneous"
"MainStreet Bank","MNSB","171.06","Finance","Banks - Northeast"
"MINISO Group Holding Limited","MNSO","5992.9","Retail-Wholesale","Retail - Apparel and Shoes"
"Monster Beverage","MNST","83574.4","Consumer Staples","Beverages - Soft drinks"
"Montauk Renewables","MNTK","219.07","Oils-Energy","Alternative Energy - Other"
"MNTN Inc.","MNTN","425.07","Business Services","Technology Services"
"Mentor Capital","MNTR","1.73","Finance","Financial - Miscellaneous Services"
"Momentus","MNTS","6.73","Aerospace","Aerospace - Defense"
"MoneyHero Limited","MNY","57.41","Finance","Financial - Miscellaneous Services"
"Altria Group","MO","116248.01","Consumer Staples","Tobacco"
"Mobilicom Limited Sponsored ADR","MOB","60.05","Industrial Products","Security and Safety Services"
"Mobiquity Technologies","MOBQ","17.06","Business Services","Advertising and Marketing"
"Mobix Labs, Inc.","MOBX","15.77","Computer and Technology","Electronics - Semiconductors"
"Modine Manufacturing","MOD","12481.47","Auto-Tires-Trucks","Automotive - Original Equipment"
"Modular Medical, Inc.","MODD","36.61","Medical","Medical - Products"
"Moog","MOG.A","11091.26","Aerospace","Aerospace - Defense Equipment"
"Moog","MOG.B","10926.6","Aerospace","Aerospace - Defense Equipment"
"MOGU","MOGU","16.79","Retail-Wholesale","Retail - Apparel and Shoes"
"Molina Healthcare","MOH","7637.96","Medical","Medical - HMOs"
"Molecular Partners AG Sponsored ADR","MOLN","202.68","Medical","Medical - Biomedical and Genetics"
"Momo","MOMO","793.07","Computer and Technology","Internet - Software"
"MONEY ON MOBILE","MOMT","3.1","Computer and Technology","Internet - Software"
"MONDI PLC UNS","MONDY","5374.2","Basic Materials","Paper and Related Products"
"MONOTARO","MONOY","6502.65","Retail-Wholesale","Internet - Commerce"
"Morningstar","MORN","6449.78","Business Services","Business - Information Services"
"The Mosaic Company","MOS","9042.95","Basic Materials","Fertilizers"
"Movado Group","MOV","568.06","Retail-Wholesale","Retail - Jewelry"
"Movano","MOVE","12.14","Medical","Medical Info Systems"
"MP Materials","MP","10357.35","Basic Materials","Mining - Miscellaneous"
"BlackRock MuniYield Pennsylvania Quality Fund","MPA","149.96","Finance","Financial - Investment Funds"
"Motorcar Parts of America","MPAA","204.6","Auto-Tires-Trucks","Automotive - Replacement Parts"
"Mid Penn Bancorp","MPB","750.92","Finance","Banks - Northeast"
"Marathon Petroleum","MPC","58704.66","Oils-Energy","Oil and Gas - Refining and Marketing"
"PAGEGROUP","MPGPF","926.71","Business Services","Consulting Services"
"MapLight Therapeutics, Inc.","MPLT","817.62","Medical","Medical - Biomedical and Genetics"
"MPLX LP","MPLX","59894.96","Oils-Energy","Oil and Gas - Production and Pipelines"
"Meituan Unsponsored ADR","MPNGY","63863.46","Business Services","Technology Services"
"Medical Properties Trust","MPT","3428.55","Finance","REIT and Equity Trust - Other"
"M-tron Industries, Inc.","MPTI","191.96","Construction","Engineering - R and D Services"
"Mega Matrix Inc.","MPU","48.78","Consumer Discretionary","Broadcast Radio and Television"
"Barings Participation Investors","MPV","201.51","Finance","Financial - Investment Management"
"Mountain Province Diamonds","MPVDF","12.76","Basic Materials","Mining - Miscellaneous"
"Monolithic Power Systems","MPWR","58143.29","Computer and Technology","Semiconductor - Analog and Mixed"
"Marine Products","MPX","273.69","Consumer Discretionary","Leisure and Recreation Products"
"Marqeta","MQ","1830.81","Business Services","Financial Transaction Services"
"Murata Manufacturing","MRAAY","48266.89","Industrial Products","Manufacturing - Electronics"
"Marpai","MRAI","14.23","Business Services","Technology Services"
"EVERSPIN TECH","MRAM","253.02","Business Services","Technology Services"
"Meridian Bank","MRBK","225.28","Finance","Banks - Northeast"
"Monroe Capital","MRCC","127.61","Finance","Financial - Investment Management"
"Mercury Systems","MRCY","5326.9","Aerospace","Aerospace - Defense Equipment"
"MEREO BIOPHARMA","MREO","63.29","Medical","Medical - Biomedical and Genetics"
"Merck & Co.","MRK","307597.06","Medical","Large Cap Pharmaceuticals"
"MARKER THERAPEUTICS","MRKR","27.18","Medical","Medical - Drugs"
"MEDIROM Healthcare Technologies","MRM","37.76","Medical","Medical - Outpatient and Home Healthcare"
"MariMed Inc.","MRMD","34.5","Medical","Medical - Products"
"Moderna","MRNA","19952.34","Medical","Medical - Biomedical and Genetics"
"Meren Energy Inc.","MRNFF","1135.53","Oils-Energy","Alternative Energy - Other"
"Murano Global BV","MRNO","49.95","Finance","Real Estate - Operations"
"Millrose Properties, Inc.","MRP","5134.49","Finance","Real Estate - Operations"
"Marsh","MRSH","86382.29","Business Services","Business - Services"
"","MRT","158.99","Business Services","Technology Services"
"Maxus Realty Trust","MRTI","91.59","Finance","REIT and Equity Trust - Residential"
"Marten Transport","MRTN","1081.78","Transportation","Transportation - Truck"
"Maravai LifeSciences","MRVI","797.8","Medical","Medical - Products"
"Marvell Technology","MRVL","68292.33","Computer and Technology","Electronics - Semiconductors"
"Marex Group PLC","MRX","2946.41","Finance","Financial - Miscellaneous Services"
"Morgan Stanley","MS","268014.91","Finance","Financial - Investment Bank"
"MSA Safety Incorporporated","MSA","7611.87","Industrial Products","Security and Safety Services"
"MS&AD Insurance Group","MSADY","40791.44","Finance","Insurance - Property and Casualty"
"MultiSensor AI Holdings, Inc.","MSAI","15.31","Computer and Technology","Internet - Software"
"Mesabi Trust","MSB","418","Basic Materials","Mining - Iron"
"Mitsubishi","MSBHF","132992.86","Conglomerates","Diversified Operations"
"Midland States Bancorp","MSBI","484.7","Finance","Banks - Northeast"
"MSCI","MSCI","40315.94","Finance","Financial - Investment Management"
"Morgan Stanley Emerging Markets Debt Fund","MSD","156.59","Finance","Financial - Investment Funds"
"Morgan Stanley Direct Lending Fund","MSDL","1336.03","Finance","Financial - SBIC & Commercial Industry"
"Middlesex Water Company","MSEX","1009.08","Utilities","Utility - Water Supply"
"Microsoft","MSFT","2888569.75","Computer and Technology","Computer - Software"
"Madison Square Garden Entertainment Corp.","MSGE","2476.1","Consumer Discretionary","Media Conglomerates"
"Motorsport Games","MSGM","20.8","Consumer Discretionary","Gaming"
"The Madison Square Garden Company","MSGS","7557.05","Consumer Discretionary","Leisure and Recreation Services"
"Masonglory Limited","MSGY","7.66","Auto-Tires-Trucks","Automotive - Foreign"
"Motorola Solutions","MSI","78000.5","Computer and Technology","Wireless Equipment"
"Satellos Bioscience Inc.","MSLE","172.21","Medical","Medical - Biomedical and Genetics"
"MSC","MSM","5227.65","Industrial Products","Industrial Services"
"Emerson Radio","MSN","8.11","Consumer Discretionary","Audio Video Production"
"Maison Solutions Inc.","MSS","5.35","Consumer Discretionary","Consumer Products - Discretionary"
"Metal Sky Star Acquisition Corporation","MSSAF","38.5","Unclassified","Unclassified"
"Strategy Inc","MSTR","35807.15","Finance","Financial - Miscellaneous Services"
"Mid-Southern Bancorp","MSVB","49.57","Finance","Banks - Northeast"
"Ming Shing Group Holdings Limited","MSW","14.4","Construction","Building Products - Mobile Homes and RV Builders"
"ArcelorMittal","MT","50522.25","Basic Materials","Steel - Producers"
"Metalla Royalty & Streaming","MTA","794.3","Basic Materials","Mining - Miscellaneous"
"M&T Bank","MTB","32559.54","Finance","Banks - Major Regional"
"Moatable, Inc. Sponsored ADR","MTBLY","52.05","Computer and Technology","Internet - Software"
"MMTec","MTC","117.62","Business Services","Technology Services"
"Match Group","MTCH","7386.64","Computer and Technology","Internet - Software"
"MettlerToledo International","MTD","28041.94","Medical","Medical - Instruments"
"Matador Resources","MTDR","6279.4","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Maris-Tech","MTEK","14.18","Business Services","Technology Services"
"Mingteng International Corporation Inc.","MTEN","1.97","Auto-Tires-Trucks","Automotive - Original Equipment"
"Mannatech","MTEX","13.31","Medical","Medical - Drugs"
"MGIC Investment","MTG","5846.35","Finance","Insurance - Multi line"
"Meritage Homes","MTH","5175.72","Construction","Building Products - Home Builders"
"Mitsubishi Chemical","MTLHY","11168.49","Basic Materials","Chemical - Diversified "
"Vail Resorts","MTN","5074.41","Consumer Discretionary","Leisure and Recreation Services"
"Matinas Biopharma","MTNB","4","Medical","Medical - Drugs"
"MTN Group","MTNOY","22948.49","Computer and Technology","Wireless Non-US "
"Mesa Royalty Trust","MTR","9.01","Oils-Energy","Oil and Gas - Royalty Trust - United States"
"Metro, Inc.","MTRAF","15270.09","Consumer Staples","Consumer Products - Staples"
"Materion","MTRN","3215.56","Basic Materials","Mining - Miscellaneous"
"Matrix Service","MTRX","310.82","Construction","Engineering - R and D Services"
"MACOM Technology Solutions","MTSI","18624.72","Computer and Technology","Semiconductor - Analog and Mixed"
"CECONOMY","MTTRY","2183.5","Consumer Discretionary","Consumer Products - Discretionary"
"MTU Aero Engines","MTUAY","23661.25","Aerospace","Aerospace - Defense"
"METALLUS INC","MTUS","703.16","Basic Materials","Steel - Speciality"
"MetaVia Inc.","MTVA","3.52","Medical","Medical - Biomedical and Genetics"
"The Manitowoc Company","MTW","520.75","Industrial Products","Manufacturing - Construction and Mining"
"Minerals Technologies","MTX","2181.16","Basic Materials","Chemical - Specialty"
"MasTec","MTZ","22699.8","Construction","Building Products - Heavy Construction"
"Micron Technology","MU","470474.16","Computer and Technology","Computer - Integrated Systems"
"iShares National Muni Bond ETF","MUB","43070.9","Finance","Financial - Investment Funds"
"Paul Mueller Co.","MUEL","413.47","Industrial Products","Manufacturing - General Industrial "
"Mitsubishi UFJ Financial Group","MUFG","222044.84","Finance","Banks - Foreign"
"Murphy Oil","MUR","4496.27","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Mnchener RckversicherungsGesellschaft","MURGY","84308.53","Finance","Insurance - Multi line"
"Murphy USA","MUSA","7189.31","Retail-Wholesale","Retail - Convenience Stores"
"McEwen Inc.","MUX","1469.34","Basic Materials","Mining - Miscellaneous"
"Mvb Financial","MVBF","345.15","Finance","Banks - Northeast"
"Metavesco, Inc.","MVCO","4.34","Business Services","Technology Services"
"Microvision","MVIS","266.34","Computer and Technology","Electronics - Miscellaneous Products"
"Mission Valley Bancorp","MVLY","61.73","Finance","Banks - Southwest"
"MV Oil Trust","MVO","21.5","Oils-Energy","Oil and Gas - Royalty Trust - United States"
"Microvast","MVST","728.57","Business Services","Technology Services"
"Mueller Water Products","MWA","4679.05","Industrial Products","Manufacturing - General Industrial "
"MedWellAI Inc.","MWAI","2.68","Finance","Financial - Miscellaneous Services"
"Multi Ways Holdings Limited","MWG","12.73","Industrial Products","Manufacturing - General Industrial "
"SOLV Energy Inc.","MWH","6143.99","Utilities","Electric Construction"
"Marwynn Holdings, Inc.","MWYN","16.16","Computer and Technology","Internet - Software"
"Magnachip Semiconductor","MX","93.91","Computer and Technology","Semiconductor - Analog and Mixed"
"Mexco Energy","MXC","21.79","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Orbia Advance","MXCHY","2371.44","Basic Materials","Chemical - Specialty"
"MaxCyte","MXCT","84.27","Medical","Medical - Biomedical and Genetics"
"Mexico Equity and Income Fund, Inc.","MXE","62","Finance","Financial - Investment Funds"
"Mexico Fund, Inc. (The)","MXF","330.14","Finance","Financial - Investment Funds"
"MaxLinear","MXL","1577.73","Computer and Technology","Semiconductor - Analog and Mixed"
"Myers Industries","MYE","848.04","Industrial Products","Rubber - Plastics"
"First Western Financial","MYFW","245.3","Finance","Banks - Midwest"
"Myriad Genetics","MYGN","412.94","Medical","Medical - Biomedical and Genetics"
"BlackRock MuniYield Quality Fund III, Inc.","MYI","751.08","Finance","Financial - Investment Funds"
"BlackRock MuniYield New York Quality Fund, Inc.","MYN","388.5","Finance","Financial - Investment Funds"
"Mynd.ai, Inc. Unsponsored ADR","MYND","21.45","Consumer Discretionary","Schools"
"Mainz Biomed NV","MYNZ","5.54","Medical","Medical - Biomedical and Genetics"
"Myomo","MYO","25.17","Medical","Medical - Products"
"PLAYSTUDIOS","MYPS","59.17","Consumer Discretionary","Gaming"
"MYR Group","MYRG","4330.87","Utilities","Electric Construction"
"Myseum, Inc.","MYSE","7.29","Computer and Technology","Internet - Software"
"My Size","MYSZ","2.04","Computer and Technology","Internet - Software"
"Mazda Motor","MZDAY","5313.85","Auto-Tires-Trucks","Automotive - Foreign"
"The Marzetti Company","MZTI","4545.64","Consumer Staples","Food - Miscellaneous"
